Question,Event Category,Region,City
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Dundalk
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Charlotte
What are you most likely to do when you're stressed,Nothing Q3,Nebraska,Grand Island
What are you most likely to do when you're stressed,Nothing Q3,New Jersey,Montgomery
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Fort Oglethorpe
What are you most likely to do when you're stressed,Nothing Q3,Iowa,Des Moines
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Windber
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Pittsburgh
What are you most likely to do when you're stressed,Nothing Q3,California,La Quinta
What are you most likely to do when you're stressed,Nothing Q3,Wyoming,Sheridan
What are you most likely to do when you're stressed,Nothing Q3,Mississippi,Ocean Springs
What are you most likely to do when you're stressed,Nothing Q3,Alabama,Dothan
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Indianapolis
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Borden
What are you most likely to do when you're stressed,Nothing Q3,Washington,Aberdeen
What are you most likely to do when you're stressed,Nothing Q3,North Dakota,Belcourt
What are you most likely to do when you're stressed,Nothing Q3,Wyoming,Afton
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Westminster
What are you most likely to do when you're stressed,Nothing Q3,New Jersey,Camden
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Mifflinburg
What are you most likely to do when you're stressed,Nothing Q3,Washington,Seattle
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Trinidad
What are you most likely to do when you're stressed,Nothing Q3,Florida,Miami
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Fruitport Charter Township
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Colorado Springs
What are you most likely to do when you're stressed,Nothing Q3,Kansas,Liberal
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Florida,Four Corners
What are you most likely to do when you're stressed,Nothing Q3,Wisconsin,Beaver Dam
What are you most likely to do when you're stressed,Nothing Q3,New Jersey,Hackettstown
What are you most likely to do when you're stressed,Nothing Q3,Texas,Carrollton
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Kansas City
What are you most likely to do when you're stressed,Nothing Q3,Texas,San Antonio
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,South Dakota,(not set)
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Forest
What are you most likely to do when you're stressed,Nothing Q3,Florida,Miami
What are you most likely to do when you're stressed,Nothing Q3,Florida,Bithlo
What are you most likely to do when you're stressed,Nothing Q3,Alaska,Ketchikan
What are you most likely to do when you're stressed,Nothing Q3,Arkansas,Arkadelphia
What are you most likely to do when you're stressed,Nothing Q3,Texas,Fort Worth
What are you most likely to do when you're stressed,Nothing Q3,Arkansas,Bentonville
What are you most likely to do when you're stressed,Nothing Q3,Connecticut,Fairfield
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Cleveland
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Macon
What are you most likely to do when you're stressed,Nothing Q3,Florida,West Palm Beach
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Charlotte
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Franklin
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Thomasville
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Detroit
What are you most likely to do when you're stressed,Nothing Q3,Connecticut,Madison
What are you most likely to do when you're stressed,Nothing Q3,Utah,Salt Lake City
What are you most likely to do when you're stressed,Nothing Q3,California,Pomona
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Powder Springs
What are you most likely to do when you're stressed,Nothing Q3,New Hampshire,Wilton
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Atlanta
What are you most likely to do when you're stressed,Nothing Q3,New York,Richfield Springs
What are you most likely to do when you're stressed,Nothing Q3,Kentucky,Munfordville
What are you most likely to do when you're stressed,Nothing Q3,Oregon,Sherwood
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Elgin
What are you most likely to do when you're stressed,Nothing Q3,Nebraska,Columbus
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Indianapolis
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Hinesville
What are you most likely to do when you're stressed,Nothing Q3,District of Columbia,Washington
What are you most likely to do when you're stressed,Nothing Q3,Iowa,Marion
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Powell
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,California,Lancaster
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Fawn Grove
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Virginia Beach
What are you most likely to do when you're stressed,Nothing Q3,Oregon,Portland
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Bel Air North
What are you most likely to do when you're stressed,Nothing Q3,South Dakota,Sioux Falls
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Ann Arbor
What are you most likely to do when you're stressed,Nothing Q3,Florida,Union Park
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Dover
What are you most likely to do when you're stressed,Nothing Q3,California,Cypress
What are you most likely to do when you're stressed,Nothing Q3,Idaho,Boise
What are you most likely to do when you're stressed,Nothing Q3,New Jersey,Clifton
What are you most likely to do when you're stressed,Nothing Q3,New Hampshire,Bow
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Pendleton
What are you most likely to do when you're stressed,Nothing Q3,Washington,Seattle
What are you most likely to do when you're stressed,Nothing Q3,Washington,Lacey
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Lake Ridge
What are you most likely to do when you're stressed,Nothing Q3,Minnesota,Marshall
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Hendersonville
What are you most likely to do when you're stressed,Nothing Q3,District of Columbia,Washington
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Raleigh
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Memphis
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Woodmoor
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Whitehall
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Thornton
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Gainesville
What are you most likely to do when you're stressed,Nothing Q3,Oregon,Hermiston
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Reading
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Frankfort
What are you most likely to do when you're stressed,Nothing Q3,Florida,Hialeah
What are you most likely to do when you're stressed,Nothing Q3,New Hampshire,Merrimack
What are you most likely to do when you're stressed,Nothing Q3,Alabama,Geneva
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Floyd
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Chesterton
What are you most likely to do when you're stressed,Nothing Q3,California,Santa Clarita
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Swanton
What are you most likely to do when you're stressed,Nothing Q3,Texas,League City
What are you most likely to do when you're stressed,Nothing Q3,Arkansas,Benton
What are you most likely to do when you're stressed,Nothing Q3,Florida,Spring Hill
What are you most likely to do when you're stressed,Nothing Q3,Montana,Bozeman
What are you most likely to do when you're stressed,Nothing Q3,Texas,Houston
What are you most likely to do when you're stressed,Nothing Q3,Georgia,North Decatur
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Friendly
What are you most likely to do when you're stressed,Nothing Q3,Alabama,Oxford
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Denver
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Nashville
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Blackshear
What are you most likely to do when you're stressed,Nothing Q3,New York,New York
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Detroit
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Waldorf
What are you most likely to do when you're stressed,Nothing Q3,New York,Weedsport
What are you most likely to do when you're stressed,Nothing Q3,Texas,Carrollton
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Maine,Blue Hill
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Hickory
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Wadsworth
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Saint Marys
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Galax
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Mount Vernon
What are you most likely to do when you're stressed,Nothing Q3,Texas,Houston
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Wisconsin,Rhinelander
What are you most likely to do when you're stressed,Nothing Q3,Minnesota,Bemidji
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Texas,Fort Worth
What are you most likely to do when you're stressed,Nothing Q3,Oregon,Corvallis
What are you most likely to do when you're stressed,Nothing Q3,District of Columbia,Washington
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Thornton
What are you most likely to do when you're stressed,Nothing Q3,Maine,Falmouth
What are you most likely to do when you're stressed,Nothing Q3,California,Los Angeles
What are you most likely to do when you're stressed,Nothing Q3,California,Los Angeles
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Rossville
What are you most likely to do when you're stressed,Nothing Q3,Florida,Orlando
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Martin
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Oxon Hill-Glassmanor
What are you most likely to do when you're stressed,Nothing Q3,Louisiana,Arnaudville
What are you most likely to do when you're stressed,Nothing Q3,New York,New York
What are you most likely to do when you're stressed,Nothing Q3,Maine,Bangor
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dilley
What are you most likely to do when you're stressed,Nothing Q3,Texas,Houston
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Waynesboro
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Waldorf
What are you most likely to do when you're stressed,Nothing Q3,District of Columbia,Washington
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Atlanta
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Clayton
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Boston
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Newport News
What are you most likely to do when you're stressed,Nothing Q3,New York,Massena
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Shippensburg
What are you most likely to do when you're stressed,Nothing Q3,Florida,Orlando
What are you most likely to do when you're stressed,Nothing Q3,Florida,Miami
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Kirksville
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Baltimore
What are you most likely to do when you're stressed,Nothing Q3,Kentucky,Lexington
What are you most likely to do when you're stressed,Nothing Q3,New York,New York
What are you most likely to do when you're stressed,Nothing Q3,Maine,Portland
What are you most likely to do when you're stressed,Nothing Q3,Maine,Westbrook
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Greensboro
What are you most likely to do when you're stressed,Nothing Q3,Georgia,LaGrange
What are you most likely to do when you're stressed,Nothing Q3,California,Los Angeles
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Oil City
What are you most likely to do when you're stressed,Nothing Q3,Kentucky,Prestonsburg
What are you most likely to do when you're stressed,Nothing Q3,District of Columbia,Washington
What are you most likely to do when you're stressed,Nothing Q3,Florida,(not set)
What are you most likely to do when you're stressed,Nothing Q3,Mississippi,Byhalia
What are you most likely to do when you're stressed,Nothing Q3,New Hampshire,Weare
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Clemmons
What are you most likely to do when you're stressed,Nothing Q3,Oregon,West Linn
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Nashville
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Ann Arbor
What are you most likely to do when you're stressed,Nothing Q3,California,Los Angeles
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Greeley
What are you most likely to do when you're stressed,Nothing Q3,New York,Manlius
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Sandusky
What are you most likely to do when you're stressed,Nothing Q3,Vermont,Bennington
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Vienna Township
What are you most likely to do when you're stressed,Nothing Q3,Florida,West Palm Beach
What are you most likely to do when you're stressed,Nothing Q3,Louisiana,Crowley
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,La Vergne
What are you most likely to do when you're stressed,Nothing Q3,Nebraska,Omaha
What are you most likely to do when you're stressed,Nothing Q3,Washington,Seattle
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Oregon
What are you most likely to do when you're stressed,Nothing Q3,District of Columbia,Washington
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Brevard
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Palmetto
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Colorado Springs
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Trenton
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Atlanta
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Greeneville
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Charlotte
What are you most likely to do when you're stressed,Nothing Q3,Arizona,Phoenix
What are you most likely to do when you're stressed,Nothing Q3,Florida,University Park
What are you most likely to do when you're stressed,Nothing Q3,North Dakota,Grand Forks
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Interlochen
What are you most likely to do when you're stressed,Nothing Q3,Nebraska,Scottsbluff
What are you most likely to do when you're stressed,Nothing Q3,(not set),(not set)
What are you most likely to do when you're stressed,Nothing Q3,New Jersey,Washington Township
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Sycamore
What are you most likely to do when you're stressed,Nothing Q3,Louisiana,New Orleans
What are you most likely to do when you're stressed,Nothing Q3,New Hampshire,Hillsboro
What are you most likely to do when you're stressed,Nothing Q3,Nebraska,Omaha
What are you most likely to do when you're stressed,Nothing Q3,Alaska,Anchorage
What are you most likely to do when you're stressed,Nothing Q3,California,(not set)
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Jersey Shore
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Edmond
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Wilmington
What are you most likely to do when you're stressed,Nothing Q3,New York,Tarrytown
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Wickliffe
What are you most likely to do when you're stressed,Nothing Q3,Kansas,Belleville
What are you most likely to do when you're stressed,Nothing Q3,California,Los Angeles
What are you most likely to do when you're stressed,Nothing Q3,Iowa,(not set)
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Saint Marys
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Severn
What are you most likely to do when you're stressed,Nothing Q3,Iowa,Harlan
What are you most likely to do when you're stressed,Nothing Q3,Oregon,La Grande
What are you most likely to do when you're stressed,Nothing Q3,Utah,Salt Lake City
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Arizona,Chandler
What are you most likely to do when you're stressed,Nothing Q3,Wyoming,Greybull
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Sullivan
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Guymon
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Ashburn
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Mableton
What are you most likely to do when you're stressed,Nothing Q3,District of Columbia,Washington
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Memphis
What are you most likely to do when you're stressed,Nothing Q3,Maryland,Dundalk
What are you most likely to do when you're stressed,Nothing Q3,Florida,Plantation
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Medina
What are you most likely to do when you're stressed,Nothing Q3,Florida,Weston
What are you most likely to do when you're stressed,Nothing Q3,Florida,Miami
What are you most likely to do when you're stressed,Nothing Q3,Vermont,Charlotte
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Brookville
What are you most likely to do when you're stressed,Nothing Q3,Maine,Lewiston
What are you most likely to do when you're stressed,Nothing Q3,Kentucky,Pikeville
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Westfield
What are you most likely to do when you're stressed,Nothing Q3,Nebraska,Sidney
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Red Springs
What are you most likely to do when you're stressed,Nothing Q3,Texas,Forney
What are you most likely to do when you're stressed,Nothing Q3,Connecticut,Southington
What are you most likely to do when you're stressed,Nothing Q3,California,Sacramento
What are you most likely to do when you're stressed,Nothing Q3,California,San Francisco
What are you most likely to do when you're stressed,Nothing Q3,Florida,Panama City
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Lake Ariel
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,(not set)
What are you most likely to do when you're stressed,Nothing Q3,(not set),(not set)
What are you most likely to do when you're stressed,Nothing Q3,Texas,(not set)
What are you most likely to do when you're stressed,Nothing Q3,New York,New York
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,North Dakota,Belcourt
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Hinesville
What are you most likely to do when you're stressed,Nothing Q3,Wisconsin,New London
What are you most likely to do when you're stressed,Nothing Q3,Iowa,Calmar
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Powder Springs
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Kansas City
What are you most likely to do when you're stressed,Nothing Q3,Kansas,Kansas City
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Bloomington
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Carlinville
What are you most likely to do when you're stressed,Nothing Q3,Maine,Burnham
What are you most likely to do when you're stressed,Nothing Q3,Kentucky,Beaver
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Flora
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Lexington
What are you most likely to do when you're stressed,Nothing Q3,Texas,Mansfield
What are you most likely to do when you're stressed,Nothing Q3,California,Los Angeles
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Kentucky,Morehead
What are you most likely to do when you're stressed,Nothing Q3,New Jersey,Fair Lawn
What are you most likely to do when you're stressed,Nothing Q3,Washington,Auburn
What are you most likely to do when you're stressed,Nothing Q3,Washington,Mattawa
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Monroe
What are you most likely to do when you're stressed,Nothing Q3,Alabama,Birmingham
What are you most likely to do when you're stressed,Nothing Q3,Florida,Miami Lakes
What are you most likely to do when you're stressed,Nothing Q3,California,Murrieta
What are you most likely to do when you're stressed,Nothing Q3,Wisconsin,Fall Creek
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Springfield
What are you most likely to do when you're stressed,Nothing Q3,California,Azusa
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Hinesville
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Hampton
What are you most likely to do when you're stressed,Nothing Q3,Wisconsin,Milwaukee
What are you most likely to do when you're stressed,Nothing Q3,Oregon,Springfield
What are you most likely to do when you're stressed,Nothing Q3,Wyoming,Sheridan
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Atlanta
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Atlanta
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Charleston
What are you most likely to do when you're stressed,Nothing Q3,Utah,Price
What are you most likely to do when you're stressed,Nothing Q3,New York,Whitehall
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Genesee charter Township
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Lancaster
What are you most likely to do when you're stressed,Nothing Q3,Arizona,Phoenix
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,New Mexico,Artesia
What are you most likely to do when you're stressed,Nothing Q3,California,Fountain Valley
What are you most likely to do when you're stressed,Nothing Q3,Alabama,Guntersville
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Fort Wayne
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Louisiana,New Orleans
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Brockton
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Fruitport Charter Township
What are you most likely to do when you're stressed,Nothing Q3,Florida,Wellington
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Nebo
What are you most likely to do when you're stressed,Nothing Q3,West Virginia,(not set)
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Steele
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Atlanta
What are you most likely to do when you're stressed,Nothing Q3,New York,New York
What are you most likely to do when you're stressed,Nothing Q3,Kentucky,Lexington
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Greenville
What are you most likely to do when you're stressed,Nothing Q3,Wisconsin,River Falls
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Philadelphia
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Adrian
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Bristol
What are you most likely to do when you're stressed,Nothing Q3,Missouri,St. Louis
What are you most likely to do when you're stressed,Nothing Q3,Florida,Palm Springs
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Pittsburgh
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Gainesboro
What are you most likely to do when you're stressed,Nothing Q3,Kansas,Kansas City
What are you most likely to do when you're stressed,Nothing Q3,Arkansas,Camden
What are you most likely to do when you're stressed,Nothing Q3,Louisiana,DeRidder
What are you most likely to do when you're stressed,Nothing Q3,Ohio,(not set)
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Durham
What are you most likely to do when you're stressed,Nothing Q3,Kansas,Atchison
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Greenville
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Brazil
What are you most likely to do when you're stressed,Nothing Q3,Florida,Miami
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Fawn Grove
What are you most likely to do when you're stressed,Nothing Q3,Texas,Quitman
What are you most likely to do when you're stressed,Nothing Q3,Florida,Miami
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Aurora
What are you most likely to do when you're stressed,Nothing Q3,Nebraska,North Platte
What are you most likely to do when you're stressed,Nothing Q3,Louisiana,Shenandoah
What are you most likely to do when you're stressed,Nothing Q3,Florida,Okeechobee
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Springfield
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Indianapolis
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Crystal Lake
What are you most likely to do when you're stressed,Nothing Q3,New Hampshire,Weare
What are you most likely to do when you're stressed,Nothing Q3,New York,New York
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Utah,Kamas
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Ottawa
What are you most likely to do when you're stressed,Nothing Q3,Texas,Dallas
What are you most likely to do when you're stressed,Nothing Q3,Connecticut,Essex
What are you most likely to do when you're stressed,Nothing Q3,North Dakota,Grand Forks
What are you most likely to do when you're stressed,Nothing Q3,Indiana,Evansville
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,Kentucky,Middlesboro
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Fayetteville
What are you most likely to do when you're stressed,Nothing Q3,Vermont,Cornwall
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Greenville
What are you most likely to do when you're stressed,Nothing Q3,Oregon,Waldport
What are you most likely to do when you're stressed,Nothing Q3,District of Columbia,Washington
What are you most likely to do when you're stressed,Nothing Q3,Wisconsin,Racine
What are you most likely to do when you're stressed,Nothing Q3,Georgia,Atlanta
What are you most likely to do when you're stressed,Nothing Q3,Rhode Island,Providence
What are you most likely to do when you're stressed,Nothing Q3,West Virginia,Wheeling
What are you most likely to do when you're stressed,Nothing Q3,California,Anaheim
What are you most likely to do when you're stressed,Nothing Q3,Florida,Miami
What are you most likely to do when you're stressed,Nothing Q3,Florida,North Naples
What are you most likely to do when you're stressed,Nothing Q3,Virginia,Salem
What are you most likely to do when you're stressed,Nothing Q3,West Virginia,Charleston
What are you most likely to do when you're stressed,Nothing Q3,Nebraska,Nebraska City
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Tiffin
What are you most likely to do when you're stressed,Nothing Q3,Washington,Wenatchee
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Kent
What are you most likely to do when you're stressed,Nothing Q3,Wisconsin,Fall Creek
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Lafayette
What are you most likely to do when you're stressed,Nothing Q3,Minnesota,Minneapolis
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Chicago
What are you most likely to do when you're stressed,Nothing Q3,New York,Greene
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Denver
What are you most likely to do when you're stressed,Nothing Q3,Washington,Camano Island
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Westfield
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Pinckneyville
What are you most likely to do when you're stressed,Nothing Q3,New York,New York
What are you most likely to do when you're stressed,Nothing Q3,Arkansas,Ashdown
What are you most likely to do when you're stressed,Nothing Q3,Tennessee,Chattanooga
What are you most likely to do when you're stressed,Nothing Q3,Alabama,Birmingham
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Boardman
What are you most likely to do when you're stressed,Nothing Q3,Florida,Tamarac
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Fort Collins
What are you most likely to do when you're stressed,Nothing Q3,Alabama,Arab
What are you most likely to do when you're stressed,Nothing Q3,Florida,Wellington
What are you most likely to do when you're stressed,Nothing Q3,Florida,Hollywood
What are you most likely to do when you're stressed,Nothing Q3,Illinois,Fairview Heights
What are you most likely to do when you're stressed,Nothing Q3,Kansas,Washington
What are you most likely to do when you're stressed,Nothing Q3,Texas,Cleburne
What are you most likely to do when you're stressed,Nothing Q3,Florida,Tampa
What are you most likely to do when you're stressed,Nothing Q3,Ohio,Morrow
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Detroit
What are you most likely to do when you're stressed,Nothing Q3,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Nothing Q3,Pennsylvania,Philadelphia
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Albemarle
What are you most likely to do when you're stressed,Nothing Q3,Missouri,Kansas City
What are you most likely to do when you're stressed,Nothing Q3,Nevada,(not set)
What are you most likely to do when you're stressed,Nothing Q3,North Carolina,Charlotte
What are you most likely to do when you're stressed,Nothing Q3,Massachusetts,Boston
What are you most likely to do when you're stressed,Nothing Q3,Oregon,Talent
What are you most likely to do when you're stressed,Nothing Q3,Florida,Okeechobee
What are you most likely to do when you're stressed,Nothing Q3,Wisconsin,Oconto Falls
What are you most likely to do when you're stressed,Nothing Q3,Iowa,Des Moines
What are you most likely to do when you're stressed,Nothing Q3,Colorado,Loveland
What are you most likely to do when you're stressed,Nothing Q3,Michigan,Detroit
What are you most likely to do when you're stressed,Nothing Q3,Kansas,Wichita
